STATE_NAME_2011,STATE_CODE_2011,LGA_NAME_2011,LGA_CODE_2011,SLA_NAME_2011,SLA_MAINCODE_2011
Northern Territory,7,Darwin (C),71000,City - Inner,705051018
Northern Territory,7,Darwin (C),71000,City - Remainder,705051138
Northern Territory,7,Darwin (C),71000,Coconut Grove,705051024
Northern Territory,7,Darwin (C),71000,Fannie Bay,705051028
Northern Territory,7,Darwin (C),71000,Jingili,705051034
Northern Territory,7,Darwin (C),71000,Karama,705051038
Northern Territory,7,Darwin (C),71000,Larrakeyah,705051044
Northern Territory,7,Darwin (C),71000,Leanyer,705051048
Northern Territory,7,Darwin (C),71000,Lee Point-Leanyer Swamp,705051052
Northern Territory,7,Darwin (C),71000,Ludmilla,705051054
Northern Territory,7,Darwin (C),71000,Malak,705051058
Northern Territory,7,Darwin (C),71000,Marrara,705051064
Northern Territory,7,Darwin (C),71000,Millner,705051068
Northern Territory,7,Darwin (C),71000,Moil,705051074
Northern Territory,7,Darwin (C),71000,Nakara,705051078
Northern Territory,7,Darwin (C),71000,Narrows,705051084
Northern Territory,7,Darwin (C),71000,Nightcliff,705051088
Northern Territory,7,Darwin (C),71000,Parap,705051094
Northern Territory,7,Darwin (C),71000,Rapid Creek,705051098
Northern Territory,7,Darwin (C),71000,Stuart Park,705051104
Northern Territory,7,Darwin (C),71000,The Gardens,705051108
Northern Territory,7,Darwin (C),71000,Tiwi,705051114
Northern Territory,7,Darwin (C),71000,Wagaman,705051118
Northern Territory,7,Darwin (C),71000,Wanguri,705051124
Northern Territory,7,Darwin (C),71000,Winnellie,705051128
Northern Territory,7,Darwin (C),71000,Wulagi,705051134
Northern Territory,7,East Arnhem (S),71300,East Arnhem (S),710251300
Northern Territory,7,Katherine (T),72200,Katherine (T),710302200
Northern Territory,7,Litchfield (M),72300,Litchfield (M) - Pt A,705202304
Northern Territory,7,Litchfield (M),72300,Litchfield (M) - Pt B,705202308
Northern Territory,7,MacDonnell (S),72330,MacDonnell (S),710402330
Northern Territory,7,Palmerston (C),72800,Bakewell,705102802
Northern Territory,7,Palmerston (C),72800,Driver,705102804
Northern Territory,7,Palmerston (C),72800,Durack,705102806
Northern Territory,7,Palmerston (C),72800,Gray,705102808
Northern Territory,7,Palmerston (C),72800,Gunn-Palmerston City,705102811
Northern Territory,7,Palmerston (C),72800,Moulden,705102814
Northern Territory,7,Palmerston (C),72800,Palmerston (C) Bal,705102824
Northern Territory,7,Palmerston (C),72800,Woodroffe,705102818
Northern Territory,7,Roper Gulf (S),73600,Roper Gulf (S),710303600
Northern Territory,7,Tiwi Islands (S),74050,Tiwi Islands (S),710104050
Northern Territory,7,Victoria-Daly (S),74500,Victoria-Daly (S) - Wadeye and OS,710304505
Northern Territory,7,Victoria-Daly (S),74500,Victoria-Daly (S) Bal,710304508
Northern Territory,7,Wagait (S),74560,Wagait (S),710054560
Northern Territory,7,West Arnhem (S),74660,West Arnhem (S) - Jabiru,710154663
Northern Territory,7,West Arnhem (S),74660,West Arnhem (S) Bal,710154666
Northern Territory,7,Unincorporated NT,79399,Alyangula,710250419
Northern Territory,7,Unincorporated NT,79399,Darwin Waterfront,705051026
Northern Territory,7,Unincorporated NT,79399,East Arm,705101169
Northern Territory,7,Unincorporated NT,79399,Finniss-Mary,710051509
Northern Territory,7,Unincorporated NT,79399,Migratory - Offshore - Shipping (NT),785019779
Northern Territory,7,Unincorporated NT,79399,Nhulunbuy,710252409
Northern Territory,7,Unincorporated NT,79399,Yulara,710406059
Australian Capital Territory,8,Unincorporated ACT,89399,Acton,805050089
Australian Capital Territory,8,Unincorporated ACT,89399,Ainslie,805050189
Australian Capital Territory,8,Unincorporated ACT,89399,Amaroo,805400239
Australian Capital Territory,8,Unincorporated ACT,89399,Aranda,805100279
Australian Capital Territory,8,Unincorporated ACT,89399,Banks,805250339
Australian Capital Territory,8,Unincorporated ACT,89399,Barton,805350369
Australian Capital Territory,8,Unincorporated ACT,89399,Belconnen - SSD Bal,805100549
Australian Capital Territory,8,Unincorporated ACT,89399,Belconnen Town Centre,805100459
Australian Capital Territory,8,Unincorporated ACT,89399,Bonner,805400589
Australian Capital Territory,8,Unincorporated ACT,89399,Bonython,805250609
Australian Capital Territory,8,Unincorporated ACT,89399,Braddon,805050639
Australian Capital Territory,8,Unincorporated ACT,89399,Bruce,805100729
Australian Capital Territory,8,Unincorporated ACT,89399,Calwell,805250819
Australian Capital Territory,8,Unincorporated ACT,89399,Campbell,805050909
Australian Capital Territory,8,Unincorporated ACT,89399,Casey,805400939
Australian Capital Territory,8,Unincorporated ACT,89399,Chapman,805201089
Australian Capital Territory,8,Unincorporated ACT,89399,Charnwood,805101179
Australian Capital Territory,8,Unincorporated ACT,89399,Chifley,805151269
Australian Capital Territory,8,Unincorporated ACT,89399,Chisholm,805251359
Australian Capital Territory,8,Unincorporated ACT,89399,City,805051449
Australian Capital Territory,8,Unincorporated ACT,89399,Conder,805251549
Australian Capital Territory,8,Unincorporated ACT,89399,Cook,805101629
Australian Capital Territory,8,Unincorporated ACT,89399,Crace,805401649
Australian Capital Territory,8,Unincorporated ACT,89399,Curtin,805151719
Australian Capital Territory,8,Unincorporated ACT,89399,Deakin,805351809
Australian Capital Territory,8,Unincorporated ACT,89399,Dickson,805051889
Australian Capital Territory,8,Unincorporated ACT,89399,Downer,805051989
Australian Capital Territory,8,Unincorporated ACT,89399,Duffy,805202079
Australian Capital Territory,8,Unincorporated ACT,89399,Dunlop,805102139
Australian Capital Territory,8,Unincorporated ACT,89399,Duntroon,805052169
Australian Capital Territory,8,Unincorporated ACT,89399,Evatt,805102259
Australian Capital Territory,8,Unincorporated ACT,89399,Fadden,805252349
Australian Capital Territory,8,Unincorporated ACT,89399,Farrer,805152439
Australian Capital Territory,8,Unincorporated ACT,89399,Fisher,805202529
Australian Capital Territory,8,Unincorporated ACT,89399,Florey,805102619
Australian Capital Territory,8,Unincorporated ACT,89399,Flynn,805102709
Australian Capital Territory,8,Unincorporated ACT,89399,Forde,805402779
Australian Capital Territory,8,Unincorporated ACT,89399,Forrest,805352789
Australian Capital Territory,8,Unincorporated ACT,89399,Franklin,805402849
Australian Capital Territory,8,Unincorporated ACT,89399,Fraser,805102889
Australian Capital Territory,8,Unincorporated ACT,89399,Fyshwick,805352979
Australian Capital Territory,8,Unincorporated ACT,89399,Garran,805153069
Australian Capital Territory,8,Unincorporated ACT,89399,Gilmore,805253159
Australian Capital Territory,8,Unincorporated ACT,89399,Giralang,805103249
Australian Capital Territory,8,Unincorporated ACT,89399,Gordon,805253289
Australian Capital Territory,8,Unincorporated ACT,89399,Gowrie,805253339
Australian Capital Territory,8,Unincorporated ACT,89399,Greenway,805253379
Australian Capital Territory,8,Unincorporated ACT,89399,Griffith,805353429
Australian Capital Territory,8,Unincorporated ACT,89399,Gungahlin,805403519
Australian Capital Territory,8,Unincorporated ACT,89399,Gungahlin-Hall - SSD Bal,805403529
Australian Capital Territory,8,Unincorporated ACT,89399,Hackett,805053609
Australian Capital Territory,8,Unincorporated ACT,89399,Hall,805403689
Australian Capital Territory,8,Unincorporated ACT,89399,Harman,805353789
Australian Capital Territory,8,Unincorporated ACT,89399,Harrison,805403819
Australian Capital Territory,8,Unincorporated ACT,89399,Hawker,805103879
Australian Capital Territory,8,Unincorporated ACT,89399,Higgins,805103969
Australian Capital Territory,8,Unincorporated ACT,89399,Holder,805204059
Australian Capital Territory,8,Unincorporated ACT,89399,Holt,805104149
Australian Capital Territory,8,Unincorporated ACT,89399,Hughes,805154239
Australian Capital Territory,8,Unincorporated ACT,89399,Hume,805354329
Australian Capital Territory,8,Unincorporated ACT,89399,Isaacs,805154419
Australian Capital Territory,8,Unincorporated ACT,89399,Isabella Plains,805254509
Australian Capital Territory,8,Unincorporated ACT,89399,Jerrabomberra,805354589
Australian Capital Territory,8,Unincorporated ACT,89399,Kaleen,805104779
Australian Capital Territory,8,Unincorporated ACT,89399,Kambah,805254869
Australian Capital Territory,8,Unincorporated ACT,89399,Kingston,805354959
Australian Capital Territory,8,Unincorporated ACT,89399,Kowen,805055049
Australian Capital Territory,8,Unincorporated ACT,89399,Latham,805105139
Australian Capital Territory,8,Unincorporated ACT,89399,Lyneham,805055229
Australian Capital Territory,8,Unincorporated ACT,89399,Lyons,805155319
Australian Capital Territory,8,Unincorporated ACT,89399,Macarthur,805255489
Australian Capital Territory,8,Unincorporated ACT,89399,Macgregor,805105589
Australian Capital Territory,8,Unincorporated ACT,89399,Macquarie,805105679
Australian Capital Territory,8,Unincorporated ACT,89399,Majura,805055769
Australian Capital Territory,8,Unincorporated ACT,89399,Mawson,805155859
Australian Capital Territory,8,Unincorporated ACT,89399,McKellar,805105409
Australian Capital Territory,8,Unincorporated ACT,89399,Melba,805105949
Australian Capital Territory,8,Unincorporated ACT,89399,Migratory - Offshore - Shipping (ACT),885019779
Australian Capital Territory,8,Unincorporated ACT,89399,Mitchell,805406039
Australian Capital Territory,8,Unincorporated ACT,89399,Monash,805256129
Australian Capital Territory,8,Unincorporated ACT,89399,Narrabundah,805356219
Australian Capital Territory,8,Unincorporated ACT,89399,Ngunnawal,805406249
Australian Capital Territory,8,Unincorporated ACT,89399,Nicholls,805406279
Australian Capital Territory,8,Unincorporated ACT,89399,Oaks Estate,805356309
Australian Capital Territory,8,Unincorporated ACT,89399,O'Connor,805056389
Australian Capital Territory,8,Unincorporated ACT,89399,O'Malley,805156489
Australian Capital Territory,8,Unincorporated ACT,89399,Oxley,805256579
Australian Capital Territory,8,Unincorporated ACT,89399,Page,805106669
Australian Capital Territory,8,Unincorporated ACT,89399,Palmerston,805406719
Australian Capital Territory,8,Unincorporated ACT,89399,Parkes,805356759
Australian Capital Territory,8,Unincorporated ACT,89399,Pearce,805156849
Australian Capital Territory,8,Unincorporated ACT,89399,Phillip,805156939
Australian Capital Territory,8,Unincorporated ACT,89399,Pialligo,805357029
Australian Capital Territory,8,Unincorporated ACT,89399,Red Hill,805357119
Australian Capital Territory,8,Unincorporated ACT,89399,Reid,805057209
Australian Capital Territory,8,Unincorporated ACT,89399,Remainder of ACT,810059009
Australian Capital Territory,8,Unincorporated ACT,89399,Richardson,805257289
Australian Capital Territory,8,Unincorporated ACT,89399,Rivett,805207389
Australian Capital Territory,8,Unincorporated ACT,89399,Russell,805057479
Australian Capital Territory,8,Unincorporated ACT,89399,Scullin,805107569
Australian Capital Territory,8,Unincorporated ACT,89399,Spence,805107659
Australian Capital Territory,8,Unincorporated ACT,89399,Stirling,805207749
Australian Capital Territory,8,Unincorporated ACT,89399,Stromlo,805207839
Australian Capital Territory,8,Unincorporated ACT,89399,Symonston,805357929
Australian Capital Territory,8,Unincorporated ACT,89399,Theodore,805258019
Australian Capital Territory,8,Unincorporated ACT,89399,Torrens,805158109
Australian Capital Territory,8,Unincorporated ACT,89399,Tuggeranong - SSD Bal,805258189
Australian Capital Territory,8,Unincorporated ACT,89399,Turner,805058289
Australian Capital Territory,8,Unincorporated ACT,89399,Wanniassa,805258379
Australian Capital Territory,8,Unincorporated ACT,89399,Waramanga,805208469
Australian Capital Territory,8,Unincorporated ACT,89399,Watson,805058559
Australian Capital Territory,8,Unincorporated ACT,89399,Weetangera,805108649
Australian Capital Territory,8,Unincorporated ACT,89399,Weston,805208739
Australian Capital Territory,8,Unincorporated ACT,89399,Weston Creek-Stromlo - SSD Bal,805208829
Australian Capital Territory,8,Unincorporated ACT,89399,Yarralumla,805358919
Other Territories,9,Unincorp. Other Territories,99399,Jervis Bay Territory,910051009
Other Territories,9,Unincorp. Other Territories,99399,Migratory - Offshore - Shipping (OT),985019779
Other Territories,9,Unincorp. Other Territories,99399,Territory of Christmas Island,910052009
Other Territories,9,Unincorp. Other Territories,99399,Territory of Cocos (Keeling) Islands,910053009
